Fine Temperature (C) - Plot 0	Photodiode Voltage (V) - Plot 0
47.12	2.988
47.12	2.988
47.12	2.988
47.12	2.988
47.11	2.987
47.11	2.987
47.11	2.988
47.11	2.987
47.11	2.985
47.11	2.985
47.11	2.987
47.1	2.985
47.1	2.985
47.1	2.985
47.1	2.985
47.1	2.985
47.1	2.985
47.1	2.985
47.1	2.987
47.1	2.987
47.1	2.987
47.1	2.987
47.1	2.987
47.1	2.985
47.09	2.987
47.09	2.987
47.09	2.988
47.09	2.988
47.09	2.988
47.09	2.988
47.09	2.988
47.09	2.989
47.09	2.989
47.09	2.989
47.09	2.989
47.09	2.988
47.09	2.989
47.09	2.988
47.08	2.987
47.09	2.987
47.08	2.987
47.08	2.987
47.08	2.985
47.09	2.987
47.09	2.985
47.08	2.985
47.08	2.985
47.08	2.985
47.08	2.985
47.08	2.985
47.08	2.985
47.08	2.985
47.08	2.985
47.07	2.985
47.07	2.987
47.07	2.987
47.07	2.988
47.07	2.988
47.07	2.988
47.07	2.988
47.07	2.988
47.06	2.988
47.07	2.989
47.07	2.989
47.07	2.989
47.06	2.989
47.06	2.989
47.06	2.989
47.06	2.989
47.06	2.989
47.06	2.989
47.06	2.988
47.06	2.988
47.06	2.987
47.06	2.987
47.06	2.987
47.06	2.987
47.05	2.988
47.05	2.988
47.05	2.988
47.05	2.988
47.05	2.988
47.05	2.988
47.05	2.987
47.05	2.988
47.05	2.988
47.05	2.987
47.05	2.987
47.04	2.987
47.05	2.987
47.04	2.987
47.04	2.987
47.04	2.988
47.04	2.988
47.04	2.988
47.04	2.988
47.04	2.988
47.04	2.988
47.04	2.988
47.04	2.988
47.03	2.988
47.04	2.988
47.03	2.988
47.03	2.988
47.03	2.988
47.03	2.988
47.03	2.988
47.03	2.988
47.03	2.988
47.03	2.988
47.03	2.988
47.03	2.988
47.03	2.988
47.03	2.988
47.03	2.988
47.02	2.988
47.03	2.988
47.02	2.988
47.02	2.987
47.02	2.988
47.02	2.988
47.02	2.988
47.02	2.989
47.02	2.988
47.02	2.989
47.02	2.989
47.02	2.989
47.02	2.988
47.02	2.988
47.02	2.988
47.02	2.987
47.02	2.987
47.02	2.987
47.02	2.987
47.02	2.987
47.02	2.987
47.02	2.987
47.02	2.987
47.01	2.988
47.01	2.988
47.01	2.988
47.01	2.988
47.01	2.988
47.01	2.988
47.01	2.988
47	2.988
47	2.988
47	2.988
47	2.988
47.01	2.988
47	2.988
47	2.988
47	2.989
47	2.989
47	2.989
47	2.989
47	2.99
47	2.989
47	2.989
47	2.989
47	2.988
46.99	2.987
46.99	2.988
46.99	2.987
46.99	2.987
46.99	2.988
46.99	2.987
46.99	2.988
46.99	2.988
46.99	2.988
46.99	2.988
46.99	2.988
46.99	2.988
46.99	2.988
46.99	2.988
46.99	2.988
46.99	2.988
46.99	2.988
46.98	2.987
46.98	2.987
46.98	2.987
46.98	2.987
46.98	2.987
46.98	2.987
46.98	2.987
46.98	2.987
46.98	2.987
46.98	2.987
46.98	2.987
46.97	2.988
46.97	2.988
46.98	2.988
46.98	2.989
46.97	2.989
46.98	2.989
46.97	2.989
46.98	2.989
46.97	2.989
46.97	2.989
46.97	2.989
46.97	2.989
46.97	2.989
46.97	2.989
46.97	2.989
46.97	2.989
46.97	2.989
46.97	2.989
46.97	2.988
46.96	2.989
46.96	2.989
46.97	2.989
46.96	2.989
46.96	2.988
46.96	2.988
46.96	2.988
46.96	2.987
46.96	2.987
46.96	2.987
46.96	2.988
46.96	2.988
46.96	2.988
46.96	2.988
46.96	2.988
46.96	2.988
46.96	2.988
46.96	2.987
46.96	2.987
46.96	2.987
46.96	2.988
46.96	2.987
46.95	2.987
46.95	2.988
46.95	2.988
46.95	2.988
46.95	2.988
46.95	2.988
46.95	2.988
46.95	2.988
46.95	2.988
46.95	2.988
46.95	2.988
46.95	2.988
46.95	2.988
46.95	2.988
46.95	2.987
46.94	2.987
46.94	2.988
46.94	2.987
46.94	2.988
46.94	2.988
46.94	2.988
46.94	2.988
46.94	2.988
46.94	2.988
46.94	2.989
46.94	2.989
46.93	2.988
46.93	2.989
46.93	2.988
46.93	2.987
46.93	2.988
46.93	2.988
46.93	2.987
46.93	2.987
46.93	2.988
46.93	2.987
46.93	2.987
46.93	2.987
46.93	2.987
46.93	2.988
46.92	2.988
46.92	2.988
46.92	2.988
46.92	2.988
46.92	2.988
46.92	2.988
46.92	2.987
46.92	2.988
46.92	2.987
46.92	2.987
46.92	2.987
46.92	2.987
46.92	2.987
46.92	2.987
46.92	2.988
46.92	2.988
46.92	2.988
46.92	2.988
46.92	2.988
46.91	2.988
46.91	2.989
46.91	2.989
46.91	2.988
46.91	2.989
46.91	2.989
46.91	2.988
46.91	2.989
46.91	2.988
46.91	2.988
46.91	2.988
46.91	2.988
46.91	2.988
46.91	2.988
46.91	2.988
46.9	2.988
46.9	2.987
46.9	2.987
46.9	2.987
46.9	2.987
46.9	2.987
46.9	2.987
46.9	2.987
46.9	2.987
46.9	2.985
46.9	2.987
46.9	2.987
46.9	2.987
46.9	2.988
46.9	2.988
46.9	2.988
46.9	2.989
46.89	2.989
46.89	2.989
46.89	2.989
46.89	2.989
46.89	2.989
46.89	2.988
46.89	2.989
46.89	2.988
46.89	2.988
46.89	2.988
46.89	2.988
46.89	2.988
46.89	2.988
46.89	2.987
46.89	2.987
46.89	2.985
46.89	2.987
46.89	2.987
46.89	2.987
46.88	2.987
46.89	2.987
46.89	2.987
46.89	2.988
46.89	2.988
46.89	2.988
46.89	2.988
46.89	2.988
46.89	2.988
46.88	2.988
46.88	2.988
46.88	2.988
46.88	2.988
46.88	2.988
46.88	2.989
46.88	2.989
46.88	2.989
46.88	2.989
46.88	2.989
46.87	2.988
46.87	2.988
46.87	2.988
46.87	2.987
46.87	2.987
46.87	2.987
46.87	2.985
46.87	2.985
46.87	2.985
46.87	2.985
46.87	2.985
46.87	2.987
46.87	2.987
46.87	2.988
46.87	2.988
46.86	2.988
46.87	2.989
46.86	2.989
46.86	2.988
46.86	2.988
46.86	2.988
46.86	2.987
46.86	2.987
46.86	2.987
46.86	2.987
46.86	2.987
46.86	2.987
46.86	2.985
46.86	2.987
46.86	2.987
46.86	2.985
46.86	2.985
46.86	2.985
46.86	2.987
46.86	2.987
46.86	2.988
46.86	2.988
46.86	2.989
46.86	2.988
46.85	2.989
46.86	2.989
46.86	2.989
46.86	2.988
46.86	2.988
46.85	2.988
46.86	2.988
46.86	2.987
46.85	2.987
46.86	2.987
46.85	2.987
46.85	2.988
46.85	2.988
46.85	2.989
46.85	2.988
46.85	2.988
46.85	2.988
46.85	2.988
46.85	2.988
46.85	2.988
46.85	2.988
46.85	2.988
46.85	2.988
46.85	2.988
46.85	2.988
46.85	2.988
46.84	2.988
46.84	2.988
46.85	2.989
46.85	2.989
46.84	2.989
46.84	2.989
46.85	2.988
46.84	2.988
46.84	2.988
46.84	2.988
46.84	2.988
46.85	2.988
46.84	2.988
46.84	2.988
46.84	2.988
46.84	2.988
46.84	2.988
46.84	2.988
46.84	2.988
46.84	2.988
46.84	2.988
46.84	2.988
46.84	2.989
46.84	2.989
46.84	2.989
46.84	2.989
46.84	2.989
46.84	2.989
46.83	2.989
46.84	2.988
46.84	2.988
46.84	2.988
46.84	2.987
46.84	2.987
46.84	2.987
46.83	2.987
46.83	2.987
46.83	2.987
46.83	2.987
46.83	2.988
46.83	2.988
46.83	2.988
46.83	2.988
46.83	2.988
46.83	2.987
46.83	2.987
46.83	2.987
46.83	2.987
46.83	2.987
46.82	2.987
46.82	2.987
46.82	2.988
46.82	2.989
46.82	2.989
46.82	2.989
46.82	2.989
46.82	2.989
46.82	2.989
46.82	2.988
46.82	2.988
46.82	2.988
