Fine Temperature (C) - Plot 0	Photodiode Voltage (V) - Plot 0
49.42	3.581
49.42	3.581
49.42	3.581
49.41	3.581
49.41	3.581
49.41	3.581
49.41	3.58
49.41	3.58
49.41	3.58
49.41	3.58
49.41	3.58
49.41	3.58
49.41	3.579
49.41	3.579
49.41	3.58
49.4	3.58
49.4	3.581
49.4	3.581
49.4	3.581
49.4	3.581
49.4	3.581
49.4	3.581
49.4	3.581
49.4	3.58
49.4	3.58
49.4	3.58
49.4	3.58
49.4	3.58
49.39	3.58
49.39	3.58
49.39	3.58
49.39	3.58
49.39	3.58
49.39	3.58
49.39	3.581
49.39	3.581
49.39	3.581
49.38	3.581
49.39	3.581
49.38	3.581
49.38	3.581
49.38	3.58
49.38	3.581
49.38	3.581
49.38	3.58
49.38	3.581
49.38	3.581
49.38	3.581
49.38	3.581
49.37	3.581
49.37	3.581
49.37	3.581
49.37	3.581
49.37	3.58
49.37	3.58
49.37	3.581
49.37	3.58
49.37	3.58
49.37	3.579
49.37	3.579
49.37	3.579
49.37	3.579
49.37	3.579
49.36	3.579
49.36	3.58
49.36	3.58
49.36	3.58
49.36	3.58
49.36	3.58
49.36	3.58
49.36	3.58
49.36	3.58
49.36	3.58
49.36	3.58
49.35	3.58
49.35	3.58
49.35	3.58
49.35	3.58
49.35	3.579
49.35	3.579
49.35	3.579
49.35	3.579
49.35	3.579
49.35	3.579
49.35	3.58
49.35	3.58
49.34	3.58
49.34	3.58
49.34	3.581
49.34	3.581
49.34	3.581
49.34	3.58
49.34	3.58
49.34	3.58
49.34	3.579
49.34	3.579
49.34	3.579
49.34	3.578
49.33	3.578
49.33	3.579
49.33	3.579
49.33	3.579
49.33	3.579
49.33	3.58
49.33	3.579
49.33	3.58
49.33	3.58
49.33	3.579
49.33	3.579
49.32	3.58
49.33	3.58
49.32	3.579
49.32	3.579
49.32	3.58
49.32	3.579
49.32	3.58
49.32	3.58
49.32	3.58
49.32	3.58
49.32	3.58
49.32	3.58
49.31	3.58
49.31	3.58
49.31	3.581
49.31	3.58
49.31	3.58
49.31	3.58
49.31	3.58
49.31	3.58
49.31	3.58
49.31	3.58
49.31	3.58
49.31	3.58
49.31	3.581
49.31	3.581
49.31	3.581
49.31	3.581
49.31	3.58
49.31	3.58
49.31	3.58
49.3	3.58
49.3	3.58
49.3	3.58
49.3	3.58
49.3	3.581
49.3	3.581
49.3	3.58
49.3	3.58
49.3	3.581
49.3	3.58
49.3	3.58
49.3	3.581
49.3	3.581
49.29	3.581
49.3	3.581
49.29	3.58
49.29	3.58
49.29	3.58
49.29	3.58
49.29	3.581
49.29	3.581
